mol,apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,diameter,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,result_1
OC(=O)c1ccccc1,17.924759,0,0,2,6,15,2,4,9,6,21.442099,1.4294733,0,0,7,0,0,6,0,0,2,0,2.2906082,-2.1609256,-0.63632387,0.6890161,2.1639042,-2.1051879,-0.54315341,0.76243216,2.2676179,-1.8467311,-0.46584502,0.83215487,2.4730387,7.517242,1,0.11111111,6,15,1,9,1,1,0.11111111,8,0,6.6902347,4.7422132,3.8867514,4.6902347,4.3045306,2.5884144,2.1606836,3.1498299,0.74922007,5,-0.74657285,-0.42395213,0.1107562,1.9421742,-0.85410458,-0.3109673,0.18222699,2.0490565,-0.40451828,-0.22441636,0.21903294,2.2351949,7.1111112,3.2396693,2,4.6822257,2.0043066,1.163252,1.0427351,2,1,1,0,1.5829999,-1.35428,3.4539573,0,1,6,1,1,1,0,1.97,-1.97,0.86843967,-0.86843967,0.33535516,0.37710103,2.2085397,21.326929,0,0,10.324173,14.708499,0,24.509808,36.764713,0,0,0,13.566921,7.7675405,0.64653033,0.62975144,0.16263857,0.35346967,0.37024856,0.19083108,84.80999,82.608978,21.334461,46.367134,48.568142,25.032671,0.40000001,0.66666669,1.97,-1.97,0.32182741,0.32994923,0.64653033,0.62975144,0.16263857,0.35346967,0.37024856,0.19083108,84.80999,82.608978,21.334461,46.367134,48.568142,25.032671,3,0,1,0.32182741,0.32994923,1,1.3848,0,7.7454643,0,25.385227,27.047791,0,0,88.215919,0,0,3.3401301,23.862217,0,25.385227,3.185575,0,88.215919,7.7454643,0,37.299999,0.7642045,4.1699252,2.1498685,6.0047355,131.17712,163.00017,0,0,81.251015,14.708499,27.133842,122.12299,88,9,40,0
Clc1ccc(cc1)-c1nc(sc1)N\N=C\c1ccc(N(C)C)cc1,52.49548,2,3,2,17,41,1,3,24,18,67.114113,1.6369296,0,0,18,1,0,17,0,4,0,1,1.2865391,-2.4723659,-0.62122357,0.69431394,2.3466277,-2.5374758,-0.50870961,0.80591482,2.4009619,-2.1460192,-0.41529992,0.85431087,2.675823,25.244518,5,0.1923077,17,43,1,26,4,5,0.1923077,25,0,16.940947,14.973782,10.773502,12.53517,11.614194,8.6535635,4.4700847,6.4158163,0.77373964,16,-0.84301537,-0.38696843,0.081769399,2.3399801,-0.98072076,-0.26386139,0.19287817,2.4918897,-0.47989905,-0.19424821,0.27301377,2.6718478,18.781065,9.087347,5.4970255,14.751246,7.0573406,4.2344484,4.3376904,4,1,1,0,7.211,-5.5351601,10.153432,0,1,18,1,3,5,1,3.904,-3.904,1.4714265,-1.4714265,0.12944588,0.19044729,53.557529,62.520035,0,28.379631,0,0,0,99.91407,92.832527,0,3.8753545,15.103616,0,0,0.95759588,0.59442955,0.042404115,0.042404115,0.40557042,0,341.07916,211.72557,15.103616,15.103616,144.4572,0,0.5,1,3.904,-3.904,0.11834016,0.21465164,0.70804906,0.50701982,0.053284358,0.29195097,0.49298015,0.23866661,252.19487,180.59174,18.97897,103.9879,175.59103,85.008934,8,0,3,0.11834016,0.21465164,1,4.9755001,3.1243138,34.673759,17.214357,0,3.185575,82.457382,3.5006065,162.90381,0,73.683823,10.45457,0,33.448536,3.1243138,6.6861815,27.088045,156.96149,0,153.43506,40.52,0.43739632,5.7004399,3.7569938,8.8100233,356.18277,461.2417,15.103616,9.4210396,283.72992,33.466129,24.524654,356.88098,1674,32,122,0
O=C1c2c(-c3nc4c(nc13)cccc4)cccc2,34.736343,0,0,3,16,26,0,3,18,14,37.608074,1.4464644,0,0,15,0,0,8,0,2,1,0,1.5814735,-2.1535175,-0.67371017,0.65096623,2.3327184,-2.0451853,-0.58876342,0.73945916,2.4166119,-1.8195519,-0.45157829,0.87013036,2.6502373,12.343656,0,0,17,29,1,21,1,0,0,11,0,12.112519,9.4214773,8.1188021,9.6983061,8.8433371,5.753252,4.6547008,6.6329932,0.75056756,8,-0.74186301,-0.47373566,0.064196795,2.3827791,-0.78811646,-0.3334316,0.14438374,2.4941432,-0.39883134,-0.22156024,0.25040674,2.701916,11.795918,4.528616,1.8147448,7.4497423,2.7738204,1.0864737,1.1480137,3,0,1,0,2.7085299,-3.6594901,6.8586926,0,1,20,1,4,0,0,3.01,-3.01,1.1793967,-1.1793967,0.18139958,0.24158622,4.4170794,47.52219,13.399102,0,8.458519,0,0,24.509808,73.529427,0,0,11.365152,13.566921,0,0.83030492,0.62495518,0.12670784,0.16969506,0.37504482,0.042987227,163.37761,122.97131,24.932074,33.390591,73.79689,8.458519,0.375,0.60000002,3.01,-3.01,0.13222592,0.20598006,0.69411319,0.62495518,0.12670784,0.30588681,0.37504482,0.17917898,136.57939,122.97131,24.932074,60.188797,73.79689,35.256725,5,1,4,0.13222592,0.20598006,1,2.8412001,0,39.258671,0,0,29.804539,0,0,151.37607,0,0,6.8406501,23.862217,33.57106,0,5.9423227,10.230597,141.14548,5.6876111,0,42.849998,0.55642158,5.3923173,2.7823315,8.0620041,196.76819,309.42184,24.932074,0,157.68324,8.458519,24.932074,232.24199,538,32,104,0
O1c2c(cccc2)C(=O)C=C1c1cc(OCc2ccc(OC)cc2)ccc1,55.690273,2,3,3,18,45,0,3,27,22,60.032814,1.3340626,0,0,23,0,0,18,0,0,4,0,1.2363392,-2.3486919,-0.64315248,0.66698784,2.3217466,-2.2567184,-0.54214799,0.76715976,2.4757543,-2.0563977,-0.46421441,0.83285362,2.6344383,26.383726,5,0.16666667,18,48,2,30,2,5,0.16666667,28,0,18.639618,14.845654,13.21266,15.518297,13.224678,8.6185322,6.9009881,9.8072281,0.72500932,16,-0.79052258,-0.43877208,0.067400247,2.48947,-0.88677359,-0.32486463,0.15885507,2.642982,-0.48503557,-0.21511,0.18494646,2.7884452,20.280001,9.6668653,5.1358023,14.28889,6.7116423,3.5268693,3.551923,4,0,1,1,5.1230001,-6.41715,10.398362,0,1,23,1,4,5,1,3.5309999,-3.5350001,1.8382376,-1.8382376,0.103918,0.18926397,39.461102,127.77086,0,8.458519,0,0,0,75.737961,73.529427,0,0,0,13.566921,7.5112681,0.93908674,0.49227697,0.060913276,0.060913276,0.50772303,0,324.95786,170.34558,21.07819,21.07819,175.69048,0,0.5,1,3.5309999,-3.5350001,0.13282356,0.16124469,0.80643088,0.52769208,0.053677738,0.19356914,0.47230795,0.1398914,279.05414,182.60048,18.574432,66.981903,163.43558,48.407471,8,0,4,0.13282356,0.16124469,1,5.1567998,32.999664,5.6876111,0,0,33.418941,35.383869,0,234.60483,0,36.656544,10.33505,23.862217,32.999664,0,25.287008,5.2434282,250.28766,5.6876111,35.383869,44.759998,0.41024774,5.9068904,3.7144263,9.1805897,346.03604,494.3288,18.574432,0,303.68704,10.962276,18.574432,358.39301,2090,42,142,1
Oc1ccc(cc1)\C=C\c1ccc(N)cc1,35.210308,1,1,1,12,29,2,3,16,14,39.472763,1.3611298,0,0,14,0,0,13,0,1,1,0,1.6148365,-2.2615564,-0.69409931,0.74387157,2.191232,-2.3264458,-0.57220596,0.81249928,2.4007967,-1.9040077,-0.52778256,0.91460687,2.5527847,13.551691,2,0.11764706,12,30,1,17,2,2,0.11764706,17,0,11.380469,8.7980661,7.7735028,9.3804693,7.7371836,5.0657001,4.5534182,6.5824828,0.68150985,11,-0.81307101,-0.40739021,0.10368664,2.2449126,-1.334275,-0.26386139,0.164593,2.4358306,-0.42938372,-0.21605732,0.24272896,2.57353,12.456747,6.0743804,4.0767999,8.205308,3.8771977,2.5409336,1.98835,2,3,1,0,3.53,-3.61799,6.5609589,1,1,13,1,2,2,0,2.9879999,-2.9879999,1.180385,-1.180385,0.18410373,0.30484301,6.6995511,51.112381,17.238026,0,10.324173,0,0,53.436695,73.529427,0,0,0,0,14.418659,0.89088488,0.62350267,0.063585855,0.10911515,0.37649736,0.045529291,202.01608,141.38478,14.418659,24.742832,85.37413,10.324173,0.45454547,0.83333331,2.9879999,-2.9879999,0.15060242,0.30120483,0.81486565,0.60402346,0.063585855,0.18513434,0.39597654,0.12154847,184.77805,136.9677,14.418659,41.980858,89.791206,27.562199,6,0,2,0.15060242,0.30120483,0,3.1447999,58.282413,0,0,0,6.37115,0,0,141.14548,35.286369,8.0001755,6.7889199,0,25.385227,0,11.614578,2.7567475,174.04266,35.286369,0,46.25,0.56510133,5.0874629,3.1719527,7.6433506,226.75891,309.99405,0,17.742489,177.6601,0,31.30941,211.26399,508,19,78,0
Brc1ccc(cc1)-c1nn(cc1-c1[nH]c(c(n1)-c1ccccc1)-c1ccccc1)-c1ccccc1,74.252655,2,3,3,34,56,2,5,35,30,77.766495,1.3886874,0,1,30,0,0,21,0,4,0,0,1.2087013,-2.22298,-0.64510483,0.70007277,2.2891815,-2.0769453,-0.53807992,0.80591482,2.4541428,-1.8806545,-0.49986199,0.85711789,2.628161,28.207348,5,0.125,34,61,0,40,1,5,0.125,27,0,23.614309,20.352608,16.547005,19.915638,17.259153,12.1767,9.3420935,13.490731,0.78156859,13,-0.82794785,-0.388044,0.080828466,2.6893065,-0.89024305,-0.26386139,0.16445385,2.8443401,-0.43167648,-0.21605732,0.20518449,3.0128894,25.2875,11.80676,5.7225509,17.783752,8.2105198,3.9472022,4.171824,4,1,0,2,7.823,-11.1046,14.439217,0,1,34,0,6,5,3,4.763,-4.7639999,2.0478065,-2.0478065,0.081748329,0.16471812,25.623743,107.61491,17.890114,8.6190128,0,0,0,49.019615,227.44841,0,9.4210396,5.6825762,0,0.13689101,0.98710954,0.64615005,0.012890432,0.012890432,0.35384992,0,445.63684,291.70853,5.8194671,5.8194671,159.74779,0,0.46153846,0.85714287,4.763,-4.7639999,0.12450136,0.1484047,0.88068026,0.71751171,0.085388288,0.11931973,0.28248829,0.033931442,397.58865,323.9252,38.549084,53.867645,127.53111,15.318564,7,0,6,0.12450136,0.1484047,1,8.0258999,0,35.225109,16.78553,0,0,3.0551045,0,378.53207,0,45.954094,14.51537,0,35.225109,19.840633,0,26.09721,352.43484,0,45.954094,46.5,0.34815767,6.321928,3.5422368,10.013184,451.4563,662.04041,9.4210396,0,402.17032,11.190562,20.786192,517.42999,3559,56,192,1
Clc1ccc(cc1)-c1nn(cc1-c1[nH]c(c(n1)-c1ccccc1)-c1ccccc1)-c1ccccc1,73.382652,2,3,3,34,56,2,5,35,30,77.766495,1.3886874,0,0,30,1,0,21,0,4,0,0,1.2087013,-2.22296,-0.64460534,0.70038682,2.2893941,-2.0769119,-0.53807992,0.80591482,2.4540429,-1.8806589,-0.49986199,0.85431087,2.6277978,27.337347,5,0.125,34,61,0,40,1,5,0.125,27,0,23.614309,19.522539,16.547005,19.915638,17.259153,11.761666,9.3420935,13.490731,0.72877133,13,-0.82794285,-0.38836306,0.081037827,2.6895905,-0.89024276,-0.26386139,0.16445385,2.843771,-0.43166867,-0.21605732,0.20482925,3.0114536,25.2875,11.80676,5.7225509,17.224272,7.9435606,3.8158278,3.9092014,4,1,1,1,7.6170001,-10.7485,14.189481,0,1,34,0,6,5,3,4.829,-4.8299999,2.0716481,-2.0716481,0.080807529,0.16282247,27.891281,107.61491,17.890114,8.6190128,0,0,0,49.019615,213.4055,0,9.4210396,5.6825762,0,0.13689101,0.98676431,0.63151616,0.013235659,0.013235659,0.36848384,0,433.86148,277.66562,5.8194671,5.8194671,162.01532,0,0.46153846,0.85714287,4.829,-4.8299999,0.12279975,0.14637682,0.87748468,0.70478898,0.087675124,0.12251531,0.29521102,0.034840181,385.81329,309.88229,38.549084,53.867645,129.79866,15.318564,7,0,6,0.12279975,0.14637682,1,7.9168,0,35.225109,16.78553,0,0,0,3.5006065,378.53207,0,39.148643,14.24637,0,35.225109,16.78553,3.5006065,26.09721,352.43484,0,39.148643,46.5,0.34815767,6.321928,3.5422368,10.013184,439.68094,649.00879,9.4210396,0,390.39496,11.190562,20.786192,472.979,3559,56,192,1
[nH]1c(c(nc1-c1cn(nc1-c1ccc(cc1)-c1ccccc1)-c1ccccc1)-c1ccccc1)-c1ccccc1,85.096619,2,3,3,40,66,2,5,40,35,82.60128,1.2515346,0,0,36,0,0,26,0,4,0,0,1.0703663,-2.2547004,-0.6471293,0.69882852,2.2920613,-2.0783134,-0.53807992,0.80591482,2.4620507,-1.9044724,-0.49986199,0.85431087,2.6320767,32.383381,6,0.13043478,40,72,0,46,1,6,0.13043478,32,0,26.727194,21.775398,19.933756,24.028522,19.831633,13.355403,11.502777,16.640562,0.68798614,16,-0.82796329,-0.38845026,0.080121472,2.7499709,-0.89024442,-0.26386139,0.16445385,2.9077044,-0.43167228,-0.21605732,0.19305076,3.072113,28.752363,13.749023,6.5960493,18.525682,8.7497644,4.1615176,4.0523834,4,1,0,2,8.9849997,-12.44059,16.157381,0,1,40,0,7,6,3,5.402,-5.4029999,2.3388774,-2.3388774,0.07157483,0.14421912,23.371534,128.94185,17.890114,8.6190128,0,0,0,28.926888,269.60788,0,9.4210396,5.6825762,0,0.13689101,0.98818618,0.63698071,0.011813832,0.011813832,0.36301932,0,486.77832,313.77527,5.8194671,5.8194671,178.82251,0,0.5,1,5.402,-5.4029999,0.10977416,0.13085324,0.8906458,0.69341534,0.078256711,0.10935422,0.30658466,0.031097509,438.73013,341.57486,38.549084,53.867645,151.02292,15.318564,8,0,7,0.10977416,0.13085324,1,8.9303999,0,35.225109,16.78553,0,0,0,0,473.11914,0,0,16.288971,0,35.225109,16.78553,0,32.468361,440.65079,0,0,46.5,0.31743985,6.523562,3.786514,10.388221,492.59778,748.02673,9.4210396,0,439.75281,11.190562,20.786192,514.63196,5302,65,220,1
[nH]1c(c(nc1-c1cn(nc1-c1ccccc1)-c1ccccc1)-c1ccccc1)-c1ccccc1,71.869446,2,3,3,34,56,2,5,34,29,71.897659,1.2838868,0,0,30,0,0,22,0,4,0,0,1.2097319,-2.2230697,-0.64703077,0.6983546,2.2885437,-2.0771873,-0.53807992,0.80591482,2.4520431,-1.8807777,-0.49986199,0.85431087,2.6270926,28.010553,5,0.12820514,34,61,0,39,1,5,0.12820514,27,0,22.744066,18.465996,16.624355,20.045395,16.865307,11.284036,9.4314098,13.674234,0.69272888,13,-0.82797271,-0.38844424,0.079852946,2.6884162,-0.8902446,-0.26386139,0.16445385,2.8394718,-0.43171299,-0.21605732,0.19305076,3.009048,24.343195,11.588477,5.4958448,15.622898,7.3277636,3.4390662,3.3670855,4,1,1,1,7.0250001,-10.01421,13.683066,0,1,34,0,6,5,2,4.802,-4.803,2.0893228,-2.0893228,0.080123931,0.16144507,23.371534,111.8803,17.890114,8.6190128,0,0,0,24.509808,220.58827,0,9.4210396,5.6825762,0,0.13689101,0.98621303,0.61677057,0.013786954,0.013786954,0.3832294,0,416.28009,260.33859,5.8194671,5.8194671,161.76096,0,0.46153846,0.85714287,4.802,-4.803,0.12349021,0.14719966,0.87238163,0.69309539,0.091326997,0.12761834,0.30690461,0.036291353,368.2319,292.55524,38.549084,53.867645,129.5443,15.318564,7,0,6,0.12349021,0.14719966,1,7.2634001,0,35.225109,16.78553,0,0,0,0,396.17526,0,0,13.74537,0,35.225109,16.78553,0,26.09721,370.07803,0,0,46.5,0.35642579,6.2854023,3.5077579,9.9293451,422.09955,633.05286,9.4210396,0,372.10178,11.190562,20.786192,438.534,3277,54,186,1
Clc1ccc(cc1)-c1nc(sc1)N\N=C\c1ccc(OCc2ccccc2)cc1,61.664272,2,3,3,23,47,1,4,29,23,77.210213,1.6427705,0,0,23,1,0,18,0,3,1,1,1.0421501,-2.3353837,-0.64359671,0.70036316,2.2936521,-2.2053063,-0.53807992,0.80591482,2.4494915,-2.0447488,-0.49986199,0.85431087,2.5879638,26.273726,7,0.21875,23,50,1,32,2,7,0.21875,26,0,19.890694,17.028675,12.867361,15.355161,14.259152,10.292566,6.7343216,9.6405611,0.77116871,20,-0.78989089,-0.38921404,0.082630716,2.3716908,-0.91388279,-0.26386139,0.19312105,2.5406623,-0.47788933,-0.21605732,0.27272931,2.692384,22.203125,11.571428,7,16.996202,8.7674522,5.263783,5.1383934,4,1,1,1,9.04,-7.4260302,12.137938,0,1,24,1,4,7,1,4.322,-4.323,1.8074818,-1.8074818,0.1053787,0.18816704,21.265661,115.78755,0,28.379631,0,0,0,55.645233,154.10704,0,3.8753545,15.103616,0,2.503756,0.95561182,0.58294368,0.044388201,0.044388201,0.41705635,0,379.06049,231.23502,17.607372,17.607372,165.43285,0,0.5,1,4.322,-4.323,0.10689496,0.13069628,0.81101173,0.62162471,0.054157972,0.18898827,0.37837526,0.1348303,321.70227,246.57855,21.482727,74.965569,150.08931,53.482845,10,0,4,0.10689496,0.13069628,1,6.7549,10.999887,34.673759,17.214357,0,6.37115,16.663008,3.5006065,251.11974,0,97.096764,12.11977,0,44.448425,0,15.115185,24.331297,266.10367,0,87.640686,46.509998,0.38828552,6,4.0706472,9.349803,396.66785,544.54492,17.607372,9.4210396,320.99945,33.466129,27.028412,419.936,2999,38,148,1
s1cc(nc1N\N=C\c1c2c(cc3c1cccc3)cccc2)-c1ccc(OC)cc1,63.671066,2,3,3,25,49,1,4,30,24,73.558868,1.5012014,0,0,25,0,0,19,0,3,1,1,1.1002768,-2.2586162,-0.59806436,0.69232106,2.2233074,-2.244487,-0.52092135,0.80591482,2.4239247,-1.9650184,-0.42013481,0.85431087,2.6003261,26.946934,5,0.14705883,27,53,1,34,2,5,0.14705883,25,0,20.338287,17.187674,14.160254,16.802753,14.813994,10.491639,7.3807683,10.565646,0.73435551,16,-0.79092896,-0.41789463,0.080089003,2.5295002,-0.9139052,-0.28466755,0.16445385,2.7170272,-0.48336267,-0.19575219,0.20852412,2.8827746,21.82526,10.29244,5.0101776,15.55617,7.2435637,3.4944375,3.7560704,4,1,1,1,9.1370001,-8.6795998,12.356935,1,1,28,0,5,5,2,4.0009999,-4.0019999,1.7746574,-1.7746574,0.10732781,0.19604456,27.206198,121.84756,0,28.379631,0,0,0,47.807411,136.78,0,3.8753545,15.103616,0,2.503756,0.95408809,0.53733569,0.04591189,0.04591189,0.46266428,0,365.89615,206.07014,17.607372,17.607372,177.43338,0,0.5,1,4.0009999,-4.0019999,0.11547113,0.14117941,0.77832812,0.56006801,0.056017023,0.22167185,0.43993199,0.16565482,298.49158,214.78806,21.482727,85.01194,168.71547,63.529209,8,0,5,0.11547113,0.14117941,1,6.5711002,10.999887,34.673759,17.214357,0,3.185575,52.046875,0,261.41159,0,37.021862,12.67727,0,44.448425,0,8.4290028,34.623154,245.17741,0,83.875916,46.509998,0.38632196,6.0874629,3.7967625,9.4893684,383.50354,557.64954,17.607372,9.4210396,307.12335,33.466129,27.028412,409.513,2774,48,162,0
s1cc(nc1N\N=C\c1cc2c(cc1)cccc2)-c1ccc(OC)cc1,55.297482,2,3,3,21,43,1,4,26,20,66.848961,1.5546271,0,0,21,0,0,17,0,3,1,1,1.1217194,-2.2569427,-0.64188099,0.7039665,2.2177277,-2.2444885,-0.53807992,0.80591482,2.4145091,-1.9650186,-0.49986199,0.92499048,2.5641401,24.760519,5,0.1724138,22,46,1,29,2,5,0.1724138,23,0,17.769375,15.032974,12.005553,14.23384,12.813994,9.0749722,5.9641018,8.5656462,0.74017519,17,-0.7909016,-0.43096772,0.083101876,2.3759961,-0.91389412,-0.29541233,0.19575416,2.5539522,-0.48336118,-0.21605732,0.23704468,2.7170186,19.322235,9.4674559,5.0934258,13.942556,6.735137,3.5867279,3.611732,4,1,1,1,7.9190001,-6.8017201,10.743665,0,1,23,1,4,5,1,3.701,-3.7019999,1.6403123,-1.6403123,0.11611819,0.21210103,41.743572,96.570869,0,28.379631,0,0,0,45.598869,112.2702,0,3.8753545,15.103616,0,2.503756,0.94911838,0.51828909,0.050881613,0.050881613,0.48171091,0,328.43851,179.35179,17.607372,17.607372,166.69408,0,0.47058824,0.8888889,3.701,-3.7019999,0.12483113,0.15262021,0.75433332,0.54986423,0.062080573,0.24566667,0.45013574,0.18358609,261.03394,190.27826,21.482727,85.01194,155.76761,63.529209,9,0,4,0.12483113,0.15262021,1,5.4179001,10.999887,34.673759,17.214357,0,3.185575,52.046875,0,220.97929,0,37.021862,10.92667,0,44.448425,0,8.4290028,29.477226,209.89104,0,83.875916,46.509998,0.42228913,5.8579812,3.8174536,9.0457182,346.04587,485.63232,17.607372,9.4210396,271.08926,33.466129,27.028412,359.453,2052,37,136,0
O(C)c1ccc(cc1)C(O)=O,21.820345,0,0,3,6,19,2,5,11,7,27.955736,1.4713545,0,0,8,0,0,8,0,0,3,0,2.2813592,-2.2500479,-0.63945007,0.65272903,2.2176831,-2.2489605,-0.53807992,0.69683492,2.3462913,-1.9663763,-0.41864678,0.80024457,2.5146284,11.619656,2,0.18181819,6,19,1,11,2,2,0.18181819,12,0,8.2675848,6.0731111,4.809401,5.5604777,5.236382,3.1114707,2.0713673,2.9663265,0.76807731,7,-0.78913039,-0.45096987,0.083411135,2.0495265,-0.88680965,-0.34336516,0.16445385,2.1731272,-0.48339725,-0.21605732,0.19305076,2.3327622,9.090909,4.1326532,2.5,6.5231295,2.8546913,1.6685418,1.6928656,3,1,1,0,1.539,-1.40466,4.0819883,0,1,6,1,1,2,0,2.1819999,-2.1830001,1.0896252,-1.0896252,0.26728249,0.31929502,27.206198,38.316223,0,0,10.324173,14.708499,0,49.019615,0,0,0,0,13.566921,10.271297,0.7009362,0.44585112,0.14587718,0.2990638,0.55414891,0.1531866,114.54204,72.857834,23.838217,48.870888,90.555092,25.032671,0.42857143,0.75,2.1819999,-2.1830001,0.29055911,0.29775539,0.54796386,0.44585112,0.14587718,0.45203614,0.55414891,0.30615896,89.54438,72.857834,23.838217,73.868546,90.555092,50.030331,4,0,1,0.29055911,0.29775539,1,1.3934,10.999887,7.7454643,0,25.385227,27.047791,35.383869,0,70.572739,0,5.2434282,3.9953301,23.862217,10.999887,25.385227,8.4290028,0,70.572739,7.7454643,35.383869,46.529999,0.68403846,4.4594316,2.5410447,6.5738969,163.41292,198.09073,2.503756,0,109.55946,14.708499,29.637598,152.149,162,13,50,0
O1c2c(cccc2)C(=O)C=C1c1cc(O)ccc1,35.47393,1,1,2,12,28,1,3,18,14,38.028412,1.3581575,0,0,15,0,0,10,0,0,3,0,1.6443992,-2.28495,-0.64882243,0.6732074,2.3018756,-2.1941564,-0.55030692,0.76528192,2.4337604,-1.958027,-0.46368602,0.84642816,2.6245773,13.80607,1,0.050000001,12,30,2,20,1,1,0.050000001,16,0,12.53517,9.4598627,8.1961527,9.828063,8.7371836,5.562047,4.7260675,6.7659864,0.74990553,9,-0.76474756,-0.47847581,0.07259804,2.3390193,-0.78337896,-0.32597768,0.15980648,2.4842379,-0.42949304,-0.22616829,0.20643613,2.6460056,13.005,5.5510206,2.8049672,8.7901516,3.6565018,1.8125557,1.7856226,3,1,1,0,3.115,-4.1865401,6.7589722,0,1,17,1,3,1,0,2.595,-2.5969999,1.3187375,-1.3187375,0.16478911,0.27284655,14.463444,65.972572,0,8.458519,10.324173,0,0,49.019615,49.019615,0,0,0,13.566921,10.271297,0.84548628,0.55124182,0.10781833,0.15451372,0.44875818,0.046695396,186.93376,121.87745,23.838217,34.162392,99.218704,10.324173,0.44444445,0.80000001,2.595,-2.5969999,0.18073218,0.21948402,0.81855339,0.60666978,0.096494041,0.18144663,0.39333025,0.084952593,180.979,134.13235,21.334461,40.117153,86.963806,18.782692,5,0,3,0.18073218,0.21948402,1,3.0084,36.385113,5.6876111,0,0,30.233366,0,0,164.03209,0,10.486856,6.7484298,23.862217,36.385113,0,16.858006,5.2434282,158.78867,5.6876111,0,46.529999,0.53921634,5.321928,2.9466972,8.0451841,221.09616,317.69601,13.566921,0,172.06909,10.962276,27.133842,238.24199,587,28,96,1
